objectid,identifier,negative number,title,date,searchable date,decade,description,bio/historical note,creator,publisher,reference,subject,subject (tcau),building name,people,organizations,campus events,location,resource type,original physical format,exhibits,format,contributing institution,language,collection,ordering and permissions,n/a (transcription) font size significantly decreased for visibility of cells,background unknown,background identifier,background date,background date,background link,cdmid,background identifier,background link,reference_url
"historicboise4000","C0054","","Dare to Aim High","11/10/1985","","1980s","Leadership Seminar on November 10th at the Student Union Building.","","Unknown","","","Boise State University","seminars; courses; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4197","4197","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4197","https://dcnb.github.io//bsu-demo/items/historicboise4000.html"
"historicboise4001","C0055","","Jamaican Reggae Music","11/10/1985","","1980s","Mardi Gras event presenting The Gladiators featuring Albert Griffiths and Yabby You on November 10th.","","Student Programs Board","Student Programs Board","","Boise State University","bands; musical activities and groups; events;","","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4198","4198","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4198","https://dcnb.github.io//bsu-demo/items/historicboise4001.html"
"historicboise4002","C0056","","Obo Addy","4/26/1985","","1980s","Obo Addy and Kukrude preforming at the Student Union Building on April 26th.","","Unknown","Student Programs Board","","Boise State University","bands; musical activities and groups; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4199","4199","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4199","https://dcnb.github.io//bsu-demo/items/historicboise4002.html"
"historicboise4003","C0057","","The Naked Truth","4/9/1985","","1980s","Lecture by Jean Kilbourne about the advertising image of women on April 9th at the Student Union Building.","","Student Programs Board","Student Programs Board","","Boise State University","lectures; speeches; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4200","4200","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4200","https://dcnb.github.io//bsu-demo/items/historicboise4003.html"
"historicboise4004","C0058","","Loren Jenkins","3/22/1985","","1980s","Loren Jenkins speaks about the presidential policies regarding Latin America and the Middle East at the Student Union Building on March 22.","","Unknown","Student Programs Board","","Boise State University","speeches; lectures; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4201","4201","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4201","https://dcnb.github.io//bsu-demo/items/historicboise4004.html"
"historicboise4005","C0059","","Windham Hill Recording Artists","3/1/1985","","1980s","Michael Hedges and Scott Cossu performing a concert at the Student Union Building on March 1st. This event is part of the Windham Hill Recording Artists Concert Series.","","Student Programs Board","Students Programs Board","","Boise State University","concert programs; musical activities and groups; events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4202","4202","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4202","https://dcnb.github.io//bsu-demo/items/historicboise4005.html"
"historicboise4006","C0061","","Monty Python &amp; the quest for the Holy Grail","11/21/1986","","1980s","Showing of &quot;Monty Python &amp; the quest for the Holy Grail&quot; at the Student Union Building on November 21st.","","Student Programs Board Films","Student Programs Board","","Boise State University","events; motion pictures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4203","4203","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4203","https://dcnb.github.io//bsu-demo/items/historicboise4006.html"
"historicboise4007","C0062","","Bronco Boot Run","5/3/1986","","1980s","The 4th Annual Bronco Boot Run.","","Unknown","","","Boise State University","scholarship; events;","","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4204","4204","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4204","https://dcnb.github.io//bsu-demo/items/historicboise4007.html"
"historicboise4008","C0063","","Alex Cole","5/1/1986","","1980s","Alex Cole performing at the Student Union Building on May 1st.","","Unknown","Student Programs Board","","Boise State University","events;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4205","4205","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4205","https://dcnb.github.io//bsu-demo/items/historicboise4008.html"
"historicboise4009","C0064","","Reshaping of American Industry","4/21/1986","","1980s","William S. Cook discusses globalization of industry and his suggestion on the topic at the Special Events Center on April 21st. This event is part of the Distinguished Speaker Series.","","Unknown","","","Boise State University","events; lectures; speeches;","Special Events Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4206","4206","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4206","https://dcnb.github.io//bsu-demo/items/historicboise4009.html"
"historicboise4010","C0065","","Great Sex","4/21/1986","","1980s","Alexandra Penny Discusses great sex at the Student Union Building on April 21st.","","Unknown","Student Programs Building","","Boise State University","events; lectures; speeches;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4207","4207","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4207","https://dcnb.github.io//bsu-demo/items/historicboise4010.html"
"historicboise4011","C0066","","All Ages Dance","4/26/1986","","1980s","Dance hosted for all ages featuring the Crazy 8&#39;s at the Mardi Gras on April 26th.","","Unknown","Student Programs Building","","Boise State University","events; dance;","","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4208","4208","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4208","https://dcnb.github.io//bsu-demo/items/historicboise4011.html"
"historicboise4012","C0067","","Barbara Morgan","4/9/1986","","1980s","Barbare Morgan, the Teachernaut, expands on the Horizons of Future Education on April 9th at the Morrison Center.","","Unknown","","","Boise State University","events; speeches; lectures;","Morrison Center for the Performing Arts;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4209","4209","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4209","https://dcnb.github.io//bsu-demo/items/historicboise4012.html"
"historicboise4013","C0068","","German Film Festival","11/18/1984","","1980s","German Film Festival held at the Education Building.","","Unknown","Student Programs Board","","Boise State University","events; motion pictures;","Education Building;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4210","4210","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4210","https://dcnb.github.io//bsu-demo/items/historicboise4013.html"
"historicboise4014","C0068","","Jazz Guitar Virtuoso","4/5/1986","","1980s","Emily Remler, Bill Liles, and Jim Cassis perform at the Special Events Center on April 5th.","","Guitar Society","","","Boise State University","events; musical activities and groups;","Special Events Center;","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4211","4211","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4211","https://dcnb.github.io//bsu-demo/items/historicboise4014.html"
"historicboise4015","C0070","","Killing Our Own","11/29/1984","","1980s","Lecture discussing the experience with Atomic Radiation and survival skills at the Student Union Building on November 29th.","","Unknown","","","Boise State University","events; speeches; lectures;","Student Union (1967- );","","","","Boise (Idaho);","Image:StillImage;","Poster;","","image/jpeg;","Boise State University Library, Special Collections and Archives","eng","University Archives: Posters","","","","","2/22/2017","2/22/2017","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4212","4212","","http://cdm15948.contentdm.oclc.org/cdm/ref/collection/archives/id/4212","https://dcnb.github.io//bsu-demo/items/historicboise4015.html"
